AuthorId,Affiliation,Name
0,Auburn University,Myoung An
1,Auburn University,Sanjeev Baskiyar
2,Auburn University,Debswapna Bhattacharya
3,Auburn University,Saad Biaz
4,Auburn University,Homer Carlisle
5,Auburn University,Kai Chang
6,Auburn University,Richard Chapman
7,Auburn University,James Cross
8,Auburn University,Jason Cuneo
9,Auburn University,Gerry Dozier
10,Auburn University,Ashish Gupta
11,Auburn University,John Hamilton
12,Auburn University,Dean Hendrix
13,Auburn University,Michael Hollingsworth
14,Auburn University,Shubhra (Santu) Karmaker
15,Auburn University,Wei-Shinn (Jeff) Ku
16,Auburn University,Xuechao Li
17,Auburn University,Alvin Lim
18,Auburn University,Bo Liu
19,Auburn University,Daniela Marghitu
20,Auburn University,Hari Narayanan
21,Auburn University,Anh Nguyen
22,Auburn University,Tung Nguyen
23,Auburn University,Xiao Qin
24,Auburn University,Rodrigo Sardinas
25,Auburn University,Cheryl Seals
26,Auburn University,David Shaffer
27,Auburn University,Shehenaz Shaik
28,Auburn University,Tao Shu
29,Auburn University,Anthony Skjellum
30,Auburn University,Alice Smith
31,Auburn University,Drew Springall
32,Auburn University,Daniel Tauritz
33,Auburn University,Jakita Thomas
34,Auburn University,Hanqin Tian
35,Auburn University,David Umphress
36,Auburn University,Mark Yampolskiy
37,Auburn University,Levent Yilmaz
38,Auburn University,Yang Zhou
39,Fordham University,Mohammad Ruhul Amin
40,Fordham University,Md Zakirul Alam Bhuiyan
41,Fordham University,Juntao Chen
42,Fordham University,Henry Han
43,Fordham University,Julie Harazduk
44,Fordham University,Thaier Hayajneh
45,Fordham University,Frank Hsu
46,Fordham University,Nikitas Kounavelis
47,Fordham University,Daniel Leeds
48,Fordham University,Yanjun Li
49,Fordham University,ZigengLiu
50,Fordham University,Damian Lyons
51,Fordham University,Ying Mao
52,Fordham University,Robert K. Moniot
53,Fordham University,Mohamed Rahouti
54,Fordham University,Tadeusz Strzemecki
55,Fordham University,Karen Trovato
56,Fordham University,Sudip Vhaduri
57,Fordham University,David S. L. Wei
58,Fordham University,Gary M. Weiss
59,Fordham University,Arthur G. Werschulz
60,Fordham University,Lawrence Wolk
61,Fordham University,Hanping Xu
62,Fordham University,Hailong Zhang
63,Fordham University,Xiaolan Zhang
64,Fordham University,Yijun Zhao
65,University of Missouri–St. Louis,Keith W. Miller
66,University of Missouri–St. Louis,Abderrahmen Mtibaa
67,University of Missouri–St. Louis,Jianli Pan
68,University of Missouri–St. Louis,Lav Gupta
69,University of Missouri–St. Louis,Mark Hauschild
70,University of Missouri–St. Louis,Cezary Z. Janikow
71,University of Missouri–St. Louis,Badri Adhikari
72,University of Missouri–St. Louis,Ismail Alqerm
73,University of Missouri–St. Louis,Sanjiv K. Bhatia
74,University of Missouri–St. Louis,Uday K. Chakraborty
75,University of Missouri–St. Louis,Ankit Chaudhary
76,University of Missouri–St. Louis,Sharlee Climer
77,Howard University,Ahmed Rubaai
78,Howard University,Michaela Amoo
79,Howard University,John M.M. Anderson
80,Howard University,Peter Bofah
81,Howard University,III Legand L. Burge
82,Howard University,Moses Garuba
83,Howard University,Tepper L. Gill
84,Howard University,Gary L. Harris
85,Howard University,Noha Hazzazi
86,Howard University,Harry Keeling
87,Howard University,Peter A. Keiller
88,Howard University,Charles Kim
89,Howard University,Jiang Li
90,Howard University,Chunmei Liu
91,Howard University,James A. Momoh
92,Howard University,Linwei Niu
93,Howard University,Danda B. Rawat
94,Howard University,Hassan Salmani
95,Howard University,Todd Shurn
96,Howard University,Gloria Washington
97,Howard University,Su Yan
98,Howard University,Saurav Aryal
99,Howard University,Jeremy Blackstone
100,Howard University,Sola Famakin
101,Howard University,Torrance Fennell
102,Howard University,Reginald Hobbs
103,Howard University,Fadel Lashhab
104,Howard University,Guy M. Lingani
105,Howard University,Olumide Malomo
106,Howard University,Erik Clark Seidohl
107,Howard University,Mamadou Wade
108,Howard University,Bernard Woolfolk
109,Howard University,Timothy Brown
110,Howard University,Sherri Chandler
111,Howard University,Antoinette Griffin
112,Howard University,Alycia Onowho
113,Howard University,Hayya Shah
114,Portland State University,Sergio Antoy
115,Portland State University,Ehsan Aryafar
116,Portland State University,Nirupama Bulusu
117,Portland State University,Katie Casamento
118,Portland State University,David Ely
119,Portland State University,Karla Fant
120,Portland State University,Wu-chang Feng
121,Portland State University,Wu-chi Feng
122,Portland State University,Ellie Harmon
123,Portland State University,Warren Harrison
124,Portland State University,James Hook
125,Portland State University,Bruce Irvin
126,Portland State University,Mark Jones
127,Portland State University,Karen Karavanic
128,Portland State University,Jingke Li
129,Portland State University,Feng Liu
130,Portland State University,David Lu
131,Portland State University,David Maier
132,Portland State University,Bart Massey
133,Portland State University,Melanie Mitchell
134,Portland State University,Sarah Mocas
135,Portland State University,Mark Morrissey
136,Portland State University,Caterina Paun
137,Portland State University,Anthony Rhodes
138,Portland State University,Marly Roncken
139,Portland State University,Suresh Singh
140,Portland State University,Fang Song
141,Portland State University,Andrew Tolmach
142,Portland State University,Kristin Tufte
143,Portland State University,Charles Wright
144,Portland State University,Fei Xie
145,Portland State University,Jeffrey De La Mare
146,Portland State University,Paul Doliotis
147,Portland State University,Chris Gilmore
148,Portland State University,Steven Libby
149,Portland State University,Chris Kim
150,Portland State University,Jack Weast
151,Portland State University,David Whitlock
152,Portland State University,Maria Balogh
153,Portland State University,Andrew Black
154,Portland State University,Cynthia Brown
155,Boise State University,Michael D. Ekstrand
156,Boise State University,Jerry Alan Fails
157,Boise State University,Eric Henderson
158,Boise State University,Luke Hindman
159,Boise State University,Yantian Hou
160,Boise State University,Amit Jain
161,Boise State University,Casey Kennington
162,Boise State University,Min Long
163,Boise State University,Hoda Mehrpouyan
164,Boise State University,Catherine Olschanowsky
165,Boise State University,Shane Panter
166,Boise State University,Sole Pera
167,Boise State University,Edoardo Serra
168,Boise State University,Elena Sherman
169,Boise State University,Francesca Spezzano
170,Boise State University,Matthew Thomas
171,Boise State University,Mason Vail
172,Boise State University,Jidong Xiao
173,Boise State University,Jyh-haw Yeh
174,Eastern Michigan University,Munther Abualkibash
175,Eastern Michigan University,Muhammad Ahmed
176,Eastern Michigan University,Mohammed Alsaleh
177,Eastern Michigan University,Fathi Amsaad
178,Eastern Michigan University,Suleiman Ashur
179,Eastern Michigan University,Kevin Ball
180,Eastern Michigan University,James Banfield
181,Eastern Michigan University,Jamal Bari
182,Eastern Michigan University,Ayana Barnes
183,Eastern Michigan University,JillAnne Bauer
184,Eastern Michigan University,Julie Becker
185,Eastern Michigan University,Pam Becker
186,University of Texas at Dallas,Jin Ryong Kim
187,University of Texas at Dallas,Pushpa Kumar
188,University of Texas at Dallas,Gautam Kunapuli
189,University of Texas at Dallas,Khiem Le
190,University of Texas at Dallas,Cong Liu
191,University of Texas at Dallas,Andrian Marcus
192,University of Texas at Dallas,Karen Mazidi
193,University of Texas at Dallas,Richard Min
194,University of Texas at Dallas,Neeraj Mittal
195,University of Texas at Dallas,Dan Moldovan
196,University of Texas at Dallas,Sean Murthy
197,University of Texas at Dallas,Anurag Nagar
198,University of Texas at Dallas,Sriraam Natarajan
199,University of Texas at Dallas,Vincent Ng
200,University of Texas at Dallas,Nhut Nguyen
201,University of Texas at Dallas,Tien Nguyen
202,University of Texas at Dallas,Simeon Ntafos
203,University of Texas at Dallas,Jessica Ouyang
204,University of Texas at Dallas,Greg Ozbirn
205,University of Texas at Dallas,Ivor P. Page
206,University of Texas at Dallas,Mark C. Paulk
207,University of Texas at Dallas,Stephen Perkins
208,University of Texas at Dallas,William Pervin
209,University of Texas at Dallas,B. Prabhakaran
210,University of Texas at Dallas,Ravi Prakash
211,University of Texas at Dallas,Benjamin Raichel
212,University of Texas at Dallas,Miguel Razo Razo
213,University of Texas at Dallas,Nicholas Ruozzi
214,University of Texas at Dallas,Elmer Salazar
215,University of Texas at Dallas,Kamil Sarac
216,University of Texas at Dallas,Meghana Satpute
217,University of Texas at Dallas,Haim Schweitzer
218,University of Texas at Dallas,Jason Smith
219,University of Texas at Dallas,Nidhiben Solanki
220,University of Texas at Dallas,Klyne Smith
221,University of Texas at Dallas,Bhavani Thuraisingham
222,University of Texas at Dallas,Laurie Thompson
223,University of Texas at Dallas,Klaus Truemper
224,University of Texas at Dallas,Jeyakesavan Veerasamy
225,University of Texas at Dallas,S. Venkatesan
226,University of Texas at Dallas,Shiyi Wei
227,University of Texas at Dallas,James Willson
228,University of Texas at Dallas,W. Eric Wong
229,University of Texas at Dallas,Weili Wu
230,University of Texas at Dallas,Wei Yang
231,University of Texas at Dallas,I-Ling Yen
232,University of Texas at Dallas,Nurcan Yuruk
233,University of Texas at Dallas,Rym Zalila-Wenkstern
234,University of Texas at Dallas,Kang Zhang
235,"University of California, Riverside",Nael Abu-Ghazaleh
236,"University of California, Riverside",Amey Bhangale
237,"University of California, Riverside",Laxmi Bhuyan
238,"University of California, Riverside",Philip L Brisk
239,"University of California, Riverside",Jiasi Chen
240,"University of California, Riverside",Zizhong Chen
241,"University of California, Riverside",Vagelis Hristidis Christidis
242,"University of California, Riverside",Marek Chrobak
243,"University of California, Riverside",Ahmed Eldawy
244,"University of California, Riverside",Michail Faloutsos
245,"University of California, Riverside",Yan Gu
246,"University of California, Riverside",Rajiv Gupta
247,"University of California, Riverside",Tao Jiang
248,"University of California, Riverside",Eamonn Keogh
249,"University of California, Riverside",Allan Knight
250,"University of California, Riverside",Srikanth Krishnamurthy
251,"University of California, Riverside",Paea LePendu
252,"University of California, Riverside",Mohsen Lesani
253,"University of California, Riverside",Stefano Lonardi
254,"University of California, Riverside",Amr Magdy Ahmed
255,"University of California, Riverside",Walid Najjar
256,"University of California, Riverside",Evangelos Papalexakis
257,"University of California, Riverside",Zhiyun Qian
258,"University of California, Riverside",Kadangode K Ramakrishnan
259,"University of California, Riverside",Ravi Ravishankar
260,"University of California, Riverside",Silas Richelson
261,"University of California, Riverside",Elaheh Sadredini
262,"University of California, Riverside",Mariam Salloum
263,"University of California, Riverside",Craig Schroeder
264,"University of California, Riverside",Christian Shelton
265,"University of California, Riverside",Tamar T Shinar
266,"University of California, Riverside",Chengyu Song
267,"University of California, Riverside",Yihan Sun
268,"University of California, Riverside",Manu Sridharan
269,"University of California, Riverside",Vassilis Tsotras
270,"University of California, Riverside",Frank Vahid
271,"University of California, Riverside",Heng Yin
272,"University of California, Riverside",Zhijia Zhao
273,"University of California, Riverside",Salman Asif
274,"University of California, Riverside",Bir Bhanu
275,"University of California, Riverside",Thomas Girke
276,"University of California, Riverside",Konstantinos Karydis
277,"University of California, Riverside",Hyoseung Kim
278,"University of California, Riverside",Wenxiu Ma
279,"University of California, Riverside",Samet Oymak
280,"University of California, Riverside",Shaolei Ren
281,"University of California, Riverside",Sergio J Rey
282,"University of California, Riverside",Amit K Roy Chowdhury
283,"University of California, Riverside",Thomas Stahovich
284,"University of California, Riverside",Sheldon Xiangdong Tan
285,"University of California, Riverside",Hung-Wei Tseng
286,"University of California, Riverside",Daniel Wong
287,"University of California, Riverside",Nanpeng Yu
288,"University of California, Riverside",Mart L Molle
289,"University of California, Riverside",Thomas H Payne
290,"University of California, Riverside",Michael Pazzani
291,"University of California, Riverside",Teodor Przymusinski
292,"University of California, Riverside",Neal E Young Dr
293,"University of California, Riverside",Tel: (951) 827-5639
294,"University of California, Riverside",Fax: (951) 827-9345
295,Oklahoma State University,Esra Akbas
296,Oklahoma State University,A. T. Burrell
297,Oklahoma State University,J. Cecil
298,Oklahoma State University,Chris Crick
299,Oklahoma State University,H. K. Dai
300,Oklahoma State University,K. M. George
301,Oklahoma State University,Douglas Heisterkamp
302,Oklahoma State University,Blayne Mayfield
303,Oklahoma State University,Nohpill Park
304,Oklahoma State University,Johnson Thomas
305,Oklahoma State University,Alireza Boloorchi
306,Oklahoma State University,Dana Brunson
307,Oklahoma State University,Eric Chan-Tin
308,Oklahoma State University,Tingting Chen
309,Oklahoma State University,Yanmin Gong
310,Oklahoma State University,Satyam Priyadarshy
311,Oklahoma State University,Michel Toulouse
312,Utah State University,Mahdi Nasrullah Al-Ameen
313,Utah State University,Vicki Allan
314,Utah State University,Heng-Da Cheng
315,Utah State University,Curtis Dyreson
316,Utah State University,John Edwards
317,Utah State University,Erik Falor
318,Utah State University,Nicholas Flann
319,Utah State University,Vladimir Kulyukin
320,Utah State University,Chad Mano
321,Utah State University,Dean Mathias
322,Utah State University,Xiaojun Qi
323,Utah State University,Haitao Wang
324,Utah State University,Dan Watson
325,Utah State University,Shuhan Yuan
326,Texas A&M University,Tanzir Ahmed
327,Texas A&M University,Riccardo Bettati
328,Texas A&M University,Martin Carlisle
329,Texas A&M University,James Caverlee
330,Texas A&M University,Theodora Chaspari
331,Texas A&M University,Jianer Chen
332,Texas A&M University,Yoonsuck Choe
333,Texas A&M University,Dilma Da Silva
334,Texas A&M University,Tim Davis
335,Texas A&M University,Paula deWitte
336,Texas A&M University,Richard Furuta
337,Texas A&M University,Juan Garay
338,Texas A&M University,Guofei Gu
339,Texas A&M University,Ricardo Gutierrez-Osuna
340,Texas A&M University,Tracy Anne Hammond
341,Texas A&M University,David Kebo Houngninou
342,Texas A&M University,Xia (Ben) Hu
343,Texas A&M University,Jeff Huang
344,Texas A&M University,Ruihong Huang
345,Texas A&M University,Thomas R. Ioerger
346,Texas A&M University,Roozbeh Jafari
347,Texas A&M University,Shuiwang Ji
348,Texas A&M University,Anxiao (Andrew) Jiang
349,Texas A&M University,Daniel A. Jiménez
350,Texas A&M University,Nima Kalantari
351,Texas A&M University,Andruid Kerne
352,Texas A&M University,John Keyser
353,Texas A&M University,Eun Jung (EJ) Kim
354,Texas A&M University,Jeeeun Kim
355,Texas A&M University,Andreas Klappenecker
356,Texas A&M University,Hyunyoung Lee
357,Texas A&M University,Teresa Leyk
358,Texas A&M University,Robert Lightfoot
359,Texas A&M University,Jyh-Charn (Steve) Liu
360,Texas A&M University,Dmitri Loguinov
361,Texas A&M University,Shawn Lupoli
362,Texas A&M University,Rabi N. Mahapatra
363,Texas A&M University,Tim McGuire
364,Texas A&M University,J. Michael Moore
365,Texas A&M University,Bobak Mortazavi
366,Texas A&M University,Robin Murphy
367,Texas A&M University,Abdullah Muzahid
368,Texas A&M University,Khanh Nguyen
369,Texas A&M University,Michael Quinn
370,Texas A&M University,Daniel Ragsdale
371,Texas A&M University,Philip Ritchey
372,Texas A&M University,Vivek Sarin
373,Texas A&M University,Scott Schaefer
374,Texas A&M University,Guni Sharon
375,Texas A&M University,Dylan Shell
376,Texas A&M University,Frank M. Shipman
377,Texas A&M University,Dezhen Song
378,Texas A&M University,Radu Stoleru
379,Texas A&M University,Shinjiro Sueda
380,Texas A&M University,Sing-Hoi Sze
381,Texas A&M University,Paul Taele
382,Texas A&M University,Shawna Thomas
383,Texas A&M University,Chia-Che Tsai
384,Texas A&M University,Aakash Tyagi
385,Texas A&M University,Pauline Wade
386,Texas A&M University,"Duncan M. ""Hank"" Walker"
387,Texas A&M University,Ronnie Ward
388,Texas A&M University,Jennifer Welch
389,Texas A&M University,Ki Hwan Yum
390,Texas A&M University,Yupeng Zhang
391,University of Rochester,James F. Allen
392,University of Rochester,Zhen Bai
393,University of Rochester,John Criswell
394,University of Rochester,Chen Ding
395,University of Rochester,Sandhya Dwarkadas
396,University of Rochester,George Ferguson
397,University of Rochester,Daniel Gildea
398,University of Rochester,Lane A. Hemaspaandra
399,University of Rochester,Ehsan Hoque
400,University of Rochester,Robert A. Jacobs
401,University of Rochester,Henry Kautz
402,University of Rochester,Jiebo Luo
403,University of Rochester,Fatemeh Nargesian
404,University of Rochester,Sreepathi Pai
405,University of Rochester,Thaddeus E. Pawlicki
406,University of Rochester,Adam Purtee
407,University of Rochester,Lenhart K. Schubert
408,University of Rochester,Michael L. Scott
409,University of Rochester,Daniel Stefankovic
410,University of Rochester,Muthuramakrishnan Venkitasubramaniam
411,University of Rochester,Chenliang Xu
412,University of Rochester,Yuhao Zhu
413,University of Rochester,Eustrat Zhupa
414,University of North Carolina Wilmington,Stan Ahalt
415,University of North Carolina Wilmington,Jay Aikat
416,University of North Carolina Wilmington,Ron Alterovitz
417,University of North Carolina Wilmington,James Anderson
418,University of North Carolina Wilmington,Mohit Bansal
419,University of North Carolina Wilmington,Alexander C. Berg
420,University of North Carolina Wilmington,Samarjit Chakraborty
421,University of North Carolina Wilmington,Snigdha Chaturvedi
422,University of North Carolina Wilmington,Prasun Dewan
423,University of North Carolina Wilmington,Parasara Sridhar Duggirala
424,University of North Carolina Wilmington,Michael J. Fern
425,University of North Carolina Wilmington,Jan-Michael Frahm
426,University of North Carolina Wilmington,Henry Fuchs
427,University of North Carolina Wilmington,Kevin Jeffay
428,University of North Carolina Wilmington,Kris Jordan
429,University of North Carolina Wilmington,Tessa Joseph-Nicholas
430,University of North Carolina Wilmington,Jasleen Kaur
431,University of North Carolina Wilmington,Ashok Krishnamurthy
432,University of North Carolina Wilmington,David Luebke
433,University of North Carolina Wilmington,John Majikes
434,University of North Carolina Wilmington,Dinesh Manocha
435,University of North Carolina Wilmington,Ketan Mayer-Patel
436,University of North Carolina Wilmington,Leonard McMillan
437,University of North Carolina Wilmington,Fabian Monrose
438,University of North Carolina Wilmington,Brent Munsell
439,University of North Carolina Wilmington,Marc Niethammer
440,University of North Carolina Wilmington,Shahriar Nirjon
441,University of North Carolina Wilmington,Junier Oliva
442,University of North Carolina Wilmington,Stephen M. Pizer
443,University of North Carolina Wilmington,David A. Plaisted
444,University of North Carolina Wilmington,Donald Porter
445,University of North Carolina Wilmington,Diane Pozefsky
446,University of North Carolina Wilmington,Jan F. Prins
447,University of North Carolina Wilmington,Colin Raffel
448,University of North Carolina Wilmington,Mike Reed
449,University of North Carolina Wilmington,Michael K. Reiter
450,University of North Carolina Wilmington,Montek Singh
451,University of North Carolina Wilmington,F. Don Smith
452,University of North Carolina Wilmington,Jack Snoeyink
453,University of North Carolina Wilmington,Shashank Srivastava
454,University of North Carolina Wilmington,Natalie Stanley
455,University of North Carolina Wilmington,David Stotts
456,University of North Carolina Wilmington,Cynthia Sturton
457,University of North Carolina Wilmington,Martin Styner
458,University of North Carolina Wilmington,Jeff Terrell
459,University of North Carolina Wilmington,Mary C. Whitton
460,Emory University,Eugene Agichtein
461,Emory University,Dorian Arnold
462,Emory University,Imon Banerjee
463,Emory University,Manoj K. Bhasin
464,Emory University,Shun Yan Cheung
465,Emory University,Jinho Choi
466,Emory University,Gari Clifford
467,Emory University,Nosayba El-Sayed
468,Emory University,Davide Fossati
469,Emory University,Michelangelo Grigni
470,Emory University,Joyce Ho
471,Emory University,Rishi Kamaleswaran
472,Emory University,Qiao Li
473,Emory University,James Lu
474,Emory University,Ken Mandelberg
475,Emory University,J. Lucas McKay MSCR
476,Emory University,James Nagy
477,Emory University,"Zhaohui ""Steve"" Qin"
478,Emory University,Matt Reyna
479,Emory University,Lars Ruthotto
480,Emory University,Reza Sameni
481,Emory University,Abeed Sarker
482,Emory University,Ashish Sharma
483,Emory University,Yan Sun
484,Emory University,Vaidy Sunderam
485,Emory University,Alessandro Veneziani
486,Emory University,Ymir Vigfusson
487,Emory University,Emily Wall
488,Emory University,Lance Waller
489,Emory University,Avani Wildani
490,Emory University,Hao Wu
491,Emory University,Li Xiong
492,Emory University,Carl Yang
493,Emory University,Tianwei Yu
494,Emory University,Liang Zhao
495,Emory University,Lee Cooper
496,Emory University,Jun Kong
497,Emory University,Shamim Nemati
498,University of Arkansas at Little Rock,Al Baker
499,University of Arkansas at Little Rock,Chia-Chu Chiang
500,University of Arkansas at Little Rock,Ivan Rodriguez-Conde
501,University of Arkansas at Little Rock,Philip Huff
502,University of Arkansas at Little Rock,Mariofanna Milanova
503,University of Arkansas at Little Rock,Sean Orme
504,University of Arkansas at Little Rock,Jan P. Springer
505,University of Arkansas at Little Rock,Brian Keltch
506,University of Arkansas at Little Rock,Leonardo Vieira  – Lecturer
507,University of Arkansas at Little Rock,Jason Zak B.F.A.
508,University of Arkansas at Little Rock,Rebecca Passmore  – Lecturer
509,University of Arkansas at Little Rock,Zachary Bolt
510,University of South Alabama,Alec Yasinsac
511,University of South Alabama,Todd Andel
512,University of South Alabama,Ryan Benton
513,University of South Alabama,Michael Black
514,University of South Alabama,David Bourrie
515,University of South Alabama,Matt Campbell
516,University of South Alabama,Debra Chapman
517,University of South Alabama,Angela Clark
518,University of South Alabama,Andy Cobb
519,University of South Alabama,Prakash Duraisamy
520,University of South Alabama,Jeff Holifield
521,University of South Alabama,Jingshan Huang
522,University of South Alabama,Tom Johnsten
523,University of South Alabama,Jeff Landry
524,University of South Alabama,Rhonda Lucas
525,University of South Alabama,Todd McDonald
526,University of South Alabama,Paul Overstreet
527,University of South Alabama,Harold Pardue
528,University of South Alabama,Aviv Segev
529,University of South Alabama,Jordan Shropshire
530,University of South Alabama,Scott Sittig
531,University of South Alabama,Melissa Smith
532,University of South Alabama,Bob Sweeney
533,University of South Alabama,Maureen Van Devender
534,University of South Alabama,Les Barnett
535,University of South Alabama,Mr.Larry Lilley
536,University of South Alabama,Darren Martin
537,University of South Alabama,Dawn McKinney
538,University of South Alabama,Raphael Jung
539,University of South Alabama,Bart Longenecker
540,University of South Alabama,Gordon Moulton
541,University of South Alabama,Geoff Goldbogen
542,Kansas State University,Daniel Andresen
543,Kansas State University,ccaragea@k-state.edu
544,Kansas State University,Russell Feldhausen
545,Kansas State University,Pascal Hitzler
546,Kansas State University,William Hsu
547,Kansas State University,Dennis Lang
548,Kansas State University,Mitchell Neilsen
549,Kansas State University,Robby
550,Kansas State University,Julie Thornton
551,Kansas State University,Eugene Vasserman
552,"University of California, San Diego",Christine Alvarado
553,"University of California, San Diego",Vineet Bafna
554,"University of California, San Diego",Nuno Bandeira
555,"University of California, San Diego",Mihir Bellare
556,"University of California, San Diego",Taylor Berg-Kirkpatrick
557,"University of California, San Diego",Manmohan Chandraker
558,"University of California, San Diego",Kamalika Chaudhuri
559,"University of California, San Diego",C. K. Cheng
560,"University of California, San Diego",Albert Chern
561,"University of California, San Diego",Henrik I. Christensen
562,"University of California, San Diego",Gary Cottrell
563,"University of California, San Diego",Sanjoy Dasgupta
564,"University of California, San Diego",Alin Deutsch
565,"University of California, San Diego",Hadi Esmaeilzadeh
566,"University of California, San Diego",Yoav Freund
567,"University of California, San Diego",Sicun Gao
568,"University of California, San Diego",William G. Griswold
569,"University of California, San Diego",Rajesh K. Gupta
570,"University of California, San Diego",Melissa Gymrek
571,"University of California, San Diego",Nadia Heninger
572,"University of California, San Diego",Russell Impagliazzo
573,"University of California, San Diego",Carlos Jensen
574,"University of California, San Diego",Ranjit Jhala
575,"University of California, San Diego",Andrew B. Kahng
576,"University of California, San Diego",Daniel M. Kane
577,"University of California, San Diego",Ryan Kastner
578,"University of California, San Diego",Pradeep K. Khosla
579,"University of California, San Diego",Scott Klemmer
580,"University of California, San Diego",Rob Knight
581,"University of California, San Diego",David Kriegman
582,"University of California, San Diego",Arun Kumar
583,"University of California, San Diego",Sorin Lerner
584,"University of California, San Diego",Tzu-Mao Li
585,"University of California, San Diego",Shachar Lovett
586,"University of California, San Diego",Julian McAuley
587,"University of California, San Diego",Daniele Micciancio
588,"University of California, San Diego",Mia Minnes
589,"University of California, San Diego",Niema Moshiri
590,"University of California, San Diego",Keith Muller
591,"University of California, San Diego",Ndapa Nakashole
592,"University of California, San Diego",Alex Orailoglu
593,"University of California, San Diego",Alon Orlitsky
594,"University of California, San Diego",Pat Pannuto
595,"University of California, San Diego",Yannis Papakonstantinou
596,"University of California, San Diego",Joseph Pasquale
597,"University of California, San Diego",Ramamohan Paturi
598,"University of California, San Diego",Pavel A. Pevzner
599,"University of California, San Diego",Nadia Polikarpova
600,"University of California, San Diego",Joe Gibbs Politz
601,"University of California, San Diego",Leo Porter
602,"University of California, San Diego",George Porter
603,"University of California, San Diego",Adalbert Gerald Soosai Raj
604,"University of California, San Diego",Ravi Ramamoorthi
605,"University of California, San Diego",Laurel Riek
606,"University of California, San Diego",Tajana Šimunić Rosing
607,"University of California, San Diego",Debashis Sahoo
608,"University of California, San Diego",Lawrence K. Saul
609,"University of California, San Diego",Stefan Savage
610,"University of California, San Diego",Aaron Schulman
611,"University of California, San Diego",Jingbo Shang
612,"University of California, San Diego",Alex C. Snoeren
613,"University of California, San Diego",Deian Stefan
614,"University of California, San Diego",Hao Su
615,"University of California, San Diego",Shankar Subramaniam
616,"University of California, San Diego",Steven Swanson
617,"University of California, San Diego",Dean M. Tullsen
618,"University of California, San Diego",Kristen Vaccaro
619,"University of California, San Diego",Alexander Vardy
620,"University of California, San Diego",Victor Vianu
621,"University of California, San Diego",Geoffrey M. Voelker
622,"University of California, San Diego",Nadir Weibel
623,"University of California, San Diego",Qi (Rose) Yu
624,"University of California, San Diego",Yiying Zhang
625,"University of California, San Diego",Jishen Zhao
626,"University of California, San Diego",Yuanyuan Zhou
627,Virginia Polytechnic Institute and State University,Osman Balci
628,Virginia Polytechnic Institute and State University,Ali R. Butt
629,Virginia Polytechnic Institute and State University,Ing-Ray Chen
630,Virginia Polytechnic Institute and State University,Bob Edmison
631,Virginia Polytechnic Institute and State University,Margaret Ellis
632,Virginia Polytechnic Institute and State University,Edward A. Fox
633,Virginia Polytechnic Institute and State University,Steve Harrison
634,Virginia Polytechnic Institute and State University,Matthew Hicks
635,Virginia Polytechnic Institute and State University,Lifu Huang
636,Virginia Polytechnic Institute and State University,Dennis Kafura
637,Virginia Polytechnic Institute and State University,Benjamin Knapp
638,Virginia Polytechnic Institute and State University,Wenjing Lou
639,Virginia Polytechnic Institute and State University,Kurt Luther
640,Virginia Polytechnic Institute and State University,William D. McQuain
641,Virginia Polytechnic Institute and State University,Dimitrios Nikolopoulos
642,Virginia Polytechnic Institute and State University,Sharath Raghvendra
643,Virginia Polytechnic Institute and State University,Eugenia Rho
644,Virginia Polytechnic Institute and State University,Francisco Servant
645,Virginia Polytechnic Institute and State University,Jamie Sikora
646,Virginia Polytechnic Institute and State University,Bimal Viswanath
647,Virginia Polytechnic Institute and State University,Liqing Zhang
648,George Washington University,Amrinder Arora
649,George Washington University,George Blankenship
650,George Washington University,Juman Byun
651,George Washington University,Anrieta Draganova
652,George Washington University,Nahid Farhady Ghalaty
653,George Washington University,Benjamin Harvey
654,George Washington University,SteveKaisler
655,George Washington University,Timothy Kim
656,George Washington University,MorrisLancaster
657,George Washington University,Hadi Mohammadi
658,George Washington University,MattNorris
659,George Washington University,Mohammed Refaei
660,George Washington University,David Roberts
661,George Washington University,Hanney Shaban
662,George Washington University,James Taylor
663,George Washington University,Neil Wasserman
664,George Washington University,Luca Zappaterra
665,George Washington University,Peter Bock
666,George Washington University,Douglas W. Maurer
667,George Washington University,John L. Sibert
668,University of Missouri–Kansas City,David Roller
669,University of Missouri–Kansas City,Brian Faros
670,University of Missouri–Kansas City,Ph.D Zdenka Guadarrama
671,University of Missouri–Kansas City,Jay Indurkar
672,University of Missouri–Kansas City,Pradeep Natarajan
673,University of Missouri–Kansas City,K.K. Kailasam
674,University of Missouri–Kansas City,Ph.D. Praveen Rao
675,University of Missouri–Kansas City,Barton Stanley
676,University of Missouri–Kansas City,Andrew Blairs
677,University of Missouri–Kansas City,Wesley Stueve
678,University of Missouri–Kansas City,Walt Rolston
679,University of Missouri–Kansas City,Soundrapandian Sankar
680,University of Missouri–Kansas City,Richard D. Swanson
681,University of Missouri–Kansas City,P.E. Chris Ruckman
682,University of Missouri–Kansas City,Jim Breed
683,University of Missouri–Kansas City,Edward Downey
684,University of Missouri–Kansas City,Katie Gunn Foster
685,University of Missouri–Kansas City,Casey Hicks
686,University of Missouri–Kansas City,Jim Lammers
687,University of Missouri–Kansas City,Matt Mohler
688,University of Missouri–Kansas City,Ariel Muthyala
689,University of Missouri–Kansas City,Greg Nohalty
